"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation","minusLog10P","minusLog10FDR","Mean_expression","log2Mean_expression","Direction"
"CENPK","Mock","ZIKV",18.2829,6.15754,-1.57007,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,12.22022,3.72467428007397,"Down in ZIKV"
"IMPA2","Mock","ZIKV",10.8634,3.67679,-1.56296,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.270095,3.04790390197717,"Down in ZIKV"
"RD3","Mock","ZIKV",0.994074,0.336542,-1.56257,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.665308,0.735789029535946,"Down in ZIKV"
"SFRP2","Mock","ZIKV",480.639,162.786,-1.56197,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,321.7125,8.33410565027311,"Down in ZIKV"
"COL12A1","Mock","ZIKV",0.675838,0.23036,-1.55279,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.453099,0.539132997494859,"Down in ZIKV"
"EMILIN3","Mock","ZIKV",11.5136,3.92774,-1.55157,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.72067,3.12443898001881,"Down in ZIKV"
"NME5","Mock","ZIKV",7.24066,2.47361,-1.5495,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.857135,2.55019514723657,"Down in ZIKV"
"PIF1","Mock","ZIKV",11.9596,4.08687,-1.5491,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.023235,3.17364475961505,"Down in ZIKV"
"LOC729013","Mock","ZIKV",5.28636,1.80724,-1.54848,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.5468,2.18485154568042,"Down in ZIKV"
"KDELC2","Mock","ZIKV",6.88804,2.3584,-1.54628,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.62322,2.49139649125008,"Down in ZIKV"
"AURKB","Mock","ZIKV",49.17,16.8746,-1.54293,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,33.0223,5.08840876929348,"Down in ZIKV"
"SDC1","Mock","ZIKV",21.1631,7.2661,-1.5423,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,14.2146,3.9273845000115,"Down in ZIKV"
"CLSPN","Mock","ZIKV",4.80638,1.65344,-1.53948,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.22991,2.0806269673795,"Down in ZIKV"
"KIF19","Mock","ZIKV",4.31374,1.48441,-1.53905,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.899075,1.96313190571975,"Down in ZIKV"
"PABPN1","Mock","ZIKV",41.6024,14.3579,-1.53482,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,27.98015,4.85699315712852,"Down in ZIKV"
"ACYP1","Mock","ZIKV",32.2776,11.162,-1.53194,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,21.7198,4.50587822989377,"Down in ZIKV"
"ENPP1","Mock","ZIKV",0.981995,0.340077,-1.52985,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.661036,0.732083341487313,"Down in ZIKV"
"DLGAP5","Mock","ZIKV",25.8165,9.00609,-1.51932,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.411295,4.20251920035689,"Down in ZIKV"
"LINC00472","Mock","ZIKV",4.84566,1.69054,-1.51921,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.2681,2.09359397836805,"Down in ZIKV"
"MCM5","Mock","ZIKV",31.9678,11.1746,-1.51639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,21.5712,4.49641121647549,"Down in ZIKV"
"MCM2","Mock","ZIKV",46.0244,16.102,-1.51516,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,31.0632,5.00284651269882,"Down in ZIKV"
"DSCC1","Mock","ZIKV",7.45626,2.6094,-1.51473,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.03283,2.59283492902239,"Down in ZIKV"
"NID1","Mock","ZIKV",2.07787,0.72785,-1.51339,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.40286,1.26475259387369,"Down in ZIKV"
"TMEM80","Mock","ZIKV",7.99078,2.80534,-1.51016,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.39806,2.67763452188412,"Down in ZIKV"
"PYCRL","Mock","ZIKV",4.17166,1.46566,-1.50907,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.81866,1.9330664732073,"Down in ZIKV"
"MED11","Mock","ZIKV",6.69997,2.36687,-1.50118,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.53342,2.4681714319898,"Down in ZIKV"
"DTL","Mock","ZIKV",11.6342,4.11367,-1.49987,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.873935,3.14957398571154,"Down in ZIKV"
"FLT4","Mock","ZIKV",0.917688,0.324838,-1.49829,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.621263,0.697118142686898,"Down in ZIKV"
"ASB16-AS1","Mock","ZIKV",8.89913,3.15494,-1.49605,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.027035,2.81291608430256,"Down in ZIKV"
"MMP2","Mock","ZIKV",7.22021,2.56126,-1.49519,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.890735,2.5584476535293,"Down in ZIKV"
"C1QTNF6","Mock","ZIKV",7.27339,2.58231,-1.49397,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.92785,2.56750894174056,"Down in ZIKV"
"HYAL1","Mock","ZIKV",1.35553,0.481698,-1.49266,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.918614,0.940064489386062,"Down in ZIKV"
"GABPB1-AS1","Mock","ZIKV",12.9252,4.60228,-1.48977,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.76374,3.28743387790226,"Down in ZIKV"
"WDR76","Mock","ZIKV",3.83815,1.37838,-1.47744,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.608265,1.85130529761393,"Down in ZIKV"
"CYP26B1","Mock","ZIKV",9.74987,3.50148,-1.47742,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.625675,2.93086504589753,"Down in ZIKV"
"FANCB","Mock","ZIKV",1.77015,0.636514,-1.47561,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.203332,1.1396868979737,"Down in ZIKV"
"BIRC5","Mock","ZIKV",38.673,13.93,-1.47313,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,26.3015,4.77090831281314,"Down in ZIKV"
"HES6","Mock","ZIKV",458.282,165.232,-1.47174,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,311.757,8.28889836434095,"Down in ZIKV"
"ATP1A2","Mock","ZIKV",0.705665,0.254622,-1.47062,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.4801435,0.565737052004506,"Down in ZIKV"
"SGOL2","Mock","ZIKV",10.4207,3.77349,-1.46548,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.097095,3.01740440419319,"Down in ZIKV"
"LOC642846","Mock","ZIKV",3.36894,1.22217,-1.46285,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.295555,1.72052144803207,"Down in ZIKV"
"SMIM7","Mock","ZIKV",30.4819,11.0582,-1.46284,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,20.77005,4.44427281590311,"Down in ZIKV"
"OLFML2A","Mock","ZIKV",1.05767,0.384278,-1.46067,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.720974,0.783225301704434,"Down in ZIKV"
"OLIG3","Mock","ZIKV",6.48879,2.36295,-1.45736,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.42587,2.43985448208309,"Down in ZIKV"
"PSMG3-AS1","Mock","ZIKV",3.31998,1.20939,-1.4569,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.264685,1.70694379702089,"Down in ZIKV"
"HYAL2","Mock","ZIKV",42.9039,15.6534,-1.45464,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,29.27865,4.92022897782913,"Down in ZIKV"
"MKRN3","Mock","ZIKV",21.1597,7.74115,-1.4507,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,14.450425,3.9495746182571,"Down in ZIKV"
"C10orf114","Mock","ZIKV",6.45843,2.36357,-1.45021,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.411,2.43589524132036,"Down in ZIKV"
"SLC38A4","Mock","ZIKV",2.24434,0.824021,-1.44554,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.5341805,1.3415192857971,"Down in ZIKV"
"ACTC1","Mock","ZIKV",4.33595,1.59555,-1.44229,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.96575,1.98759373325804,"Down in ZIKV"
"OLFML2B","Mock","ZIKV",2.9443,1.08346,-1.44228,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.01388,1.59162197604278,"Down in ZIKV"
"ATF6B","Mock","ZIKV",51.4517,18.9395,-1.44182,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,35.1956,5.17774242633969,"Down in ZIKV"
"ARHGEF6","Mock","ZIKV",3.43016,1.26416,-1.44009,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.34716,1.74293751597496,"Down in ZIKV"
"EMB","Mock","ZIKV",5.61677,2.07003,-1.44009,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.8434,2.27602015515639,"Down in ZIKV"
"MFAP2","Mock","ZIKV",71.5649,26.4559,-1.43566,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,49.0104,5.64415623913918,"Down in ZIKV"
"ORC6","Mock","ZIKV",25.5913,9.46072,-1.43563,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.52601,4.21148029233188,"Down in ZIKV"
"SLC19A1","Mock","ZIKV",6.71354,2.48242,-1.43533,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.59798,2.4849063325785,"Down in ZIKV"
"CPAMD8","Mock","ZIKV",2.07057,0.766279,-1.43408,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.4184245,1.27406749946424,"Down in ZIKV"
"MIS18BP1","Mock","ZIKV",11.9929,4.45353,-1.42916,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.223215,3.20526972853601,"Down in ZIKV"
"TMEM194A","Mock","ZIKV",18.3202,6.80743,-1.42825,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,12.563815,3.76169110724725,"Down in ZIKV"
"KCNAB3","Mock","ZIKV",2.01764,0.752086,-1.4237,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.384863,1.25390639205991,"Down in ZIKV"
"CDCA7","Mock","ZIKV",16.0813,5.99482,-1.42359,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.03806,3.58953100742596,"Down in ZIKV"
"MAPK11","Mock","ZIKV",36.4828,13.6309,-1.42034,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,25.05685,4.70359078262847,"Down in ZIKV"
"DPY19L2","Mock","ZIKV",3.36007,1.25621,-1.41942,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.30814,1.72602029044384,"Down in ZIKV"
"LOC100272228","Mock","ZIKV",7.04284,2.64307,-1.41395,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.842955,2.54669817829085,"Down in ZIKV"
"ITGB5","Mock","ZIKV",13.3888,5.048,-1.40724,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.2184,3.35309741124371,"Down in ZIKV"
"CENPI","Mock","ZIKV",6.12824,2.31591,-1.40389,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.222075,2.38462317794012,"Down in ZIKV"
"RABL2A","Mock","ZIKV",9.71278,3.67137,-1.40357,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.692075,2.94337282944855,"Down in ZIKV"
"C19orf57","Mock","ZIKV",2.42022,0.915129,-1.40309,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.6676745,1.41558264482687,"Down in ZIKV"
"TNFAIP8","Mock","ZIKV",2.23079,0.845925,-1.39895,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.5383575,1.34389527136798,"Down in ZIKV"
"KIAA0101","Mock","ZIKV",13.6888,5.19246,-1.39851,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.44063,3.38413686335198,"Down in ZIKV"
"MCM10","Mock","ZIKV",9.08775,3.44719,-1.3985,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.26747,2.86145321095173,"Down in ZIKV"
"RBM14","Mock","ZIKV",16.144,6.12616,-1.39794,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.13508,3.6011117143136,"Down in ZIKV"
"SEPT10","Mock","ZIKV",22.5815,8.57177,-1.39748,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,15.576635,4.05107926930125,"Down in ZIKV"
"METTL3","Mock","ZIKV",34.5605,13.135,-1.39571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,23.84775,4.63504331444935,"Down in ZIKV"
"IRS4","Mock","ZIKV",7.59487,2.89875,-1.38959,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.24681,2.64311965024497,"Down in ZIKV"
"PLEKHH2","Mock","ZIKV",0.912058,0.348232,-1.38908,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.630145,0.705000296650821,"Down in ZIKV"
"FOSB","Mock","ZIKV",134.086,51.3114,-1.38581,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,92.6987,6.54995712658651,"Down in ZIKV"
"PIGW","Mock","ZIKV",2.82191,1.0853,-1.37857,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.953605,1.5624769003597,"Down in ZIKV"
"CEMP1","Mock","ZIKV",8.49384,3.26927,-1.37745,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.881555,2.78273460232622,"Down in ZIKV"
"BHLHE23","Mock","ZIKV",3.20201,1.23277,-1.37707,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.21739,1.68589082469545,"Down in ZIKV"
"ARGLU1","Mock","ZIKV",173.807,67.0666,-1.37382,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,120.4368,6.92406186946027,"Down in ZIKV"
"APOLD1","Mock","ZIKV",2.30218,0.88837,-1.37377,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.595275,1.3758874172405,"Down in ZIKV"
"CDH24","Mock","ZIKV",25.8319,9.98442,-1.3714,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.90816,4.2409370727688,"Down in ZIKV"
"LENG8","Mock","ZIKV",71.2716,27.557,-1.37091,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,49.4143,5.65576110664599,"Down in ZIKV"
"IQGAP3","Mock","ZIKV",10.2495,3.96793,-1.3691,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.108715,3.01947330654958,"Down in ZIKV"
"POLD1","Mock","ZIKV",18.2362,7.07088,-1.36684,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,12.65354,3.77120314700792,"Down in ZIKV"
"OGFOD3","Mock","ZIKV",5.96806,2.32256,-1.36155,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.14531,2.36325800073239,"Down in ZIKV"
"PROCA1","Mock","ZIKV",7.37259,2.87315,-1.35954,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.12287,2.61420805229866,"Down in ZIKV"
"POLA2","Mock","ZIKV",11.157,4.35755,-1.35636,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.757275,3.13048201644964,"Down in ZIKV"
"B3GNTL1","Mock","ZIKV",3.94546,1.54418,-1.35335,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.74482,1.90489637519983,"Down in ZIKV"
"CDKN2C","Mock","ZIKV",6.63467,2.60034,-1.35133,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.617505,2.48992950351235,"Down in ZIKV"
"SUZ12P1","Mock","ZIKV",27.4597,10.767,-1.3507,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,19.11335,4.33008148612185,"Down in ZIKV"
"DNAI1","Mock","ZIKV",4.27431,1.67599,-1.35068,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.97515,1.99100930069212,"Down in ZIKV"
"TRABD2B","Mock","ZIKV",1.5532,0.609365,-1.34986,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.0812825,1.05747280057921,"Down in ZIKV"
"TTC31","Mock","ZIKV",10.2527,4.03819,-1.34422,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.145445,3.0259935178737,"Down in ZIKV"
"NUP62CL","Mock","ZIKV",4.38912,1.73332,-1.34039,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.06122,2.02191318148832,"Down in ZIKV"
"PLEKHB1","Mock","ZIKV",3.52025,1.39041,-1.34017,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.45533,1.78882350124404,"Down in ZIKV"
"SLC18A1","Mock","ZIKV",14.4419,5.70924,-1.33889,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,10.07557,3.46930904333017,"Down in ZIKV"
"CAHM","Mock","ZIKV",4.99498,1.97965,-1.33524,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.487315,2.16585246170243,"Down in ZIKV"
"SMIM11","Mock","ZIKV",10.6679,4.22808,-1.3352,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.44799,3.07860812695975,"Down in ZIKV"
"IGFBP4","Mock","ZIKV",13.8159,5.49098,-1.33119,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.65344,3.41324744736645,"Down in ZIKV"
"VWA1","Mock","ZIKV",4.46397,1.77588,-1.32979,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.119925,2.04261807451701,"Down in ZIKV"
"GPC3","Mock","ZIKV",181.68,72.3287,-1.32876,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,127.00435,7.00004902825619,"Down in ZIKV"
"TOP2A","Mock","ZIKV",90.5651,36.0761,-1.32791,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,63.3206,6.00720895931756,"Down in ZIKV"
"USP43","Mock","ZIKV",4.42546,1.76302,-1.32777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.09424,2.033595674091,"Down in ZIKV"
"DNA2","Mock","ZIKV",7.83487,3.12304,-1.32696,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.478955,2.69576113750897,"Down in ZIKV"
"SNHG3","Mock","ZIKV",6.28345,2.50514,-1.32666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.394295,2.43143442098017,"Down in ZIKV"
"RMI2","Mock","ZIKV",15.5622,6.20946,-1.3255,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,10.88583,3.5711707465963,"Down in ZIKV"
"SIRPA","Mock","ZIKV",2.97538,1.18804,-1.32449,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.08171,1.62373110544555,"Down in ZIKV"
"ZNF732","Mock","ZIKV",1.35273,0.541134,-1.32182,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.946932,0.961202496294482,"Down in ZIKV"
"ATP5S","Mock","ZIKV",7.56457,3.02638,-1.32167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.295475,2.65431523486109,"Down in ZIKV"
"HCG18","Mock","ZIKV",9.04824,3.62454,-1.31984,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.33639,2.87507033414978,"Down in ZIKV"
"ADAM11","Mock","ZIKV",2.53183,1.01529,-1.31829,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.77356,1.47173893540239,"Down in ZIKV"
"LOC646903","Mock","ZIKV",4.41806,1.77333,-1.31695,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.095695,2.03410828409501,"Down in ZIKV"
"C1orf106","Mock","ZIKV",6.26078,2.51774,-1.31421,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.38926,2.4300871899309,"Down in ZIKV"
"AHSA2","Mock","ZIKV",26.1476,10.5201,-1.31353,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,18.33385,4.27305704867252,"Down in ZIKV"
"CTSC","Mock","ZIKV",9.00863,3.625,-1.31333,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.316815,2.87121578188973,"Down in ZIKV"
"EHHADH","Mock","ZIKV",1.03987,0.419351,-1.31017,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.7296105,0.790447186425227,"Down in ZIKV"
"GRIN2A","Mock","ZIKV",6.04508,2.44353,-1.30679,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.244305,2.39075159272819,"Down in ZIKV"
"ILF3-AS1","Mock","ZIKV",10.6739,4.31579,-1.30639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.494845,3.08658762371657,"Down in ZIKV"
"OGG1","Mock","ZIKV",12.9112,5.22125,-1.30616,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.066225,3.33145084527733,"Down in ZIKV"
"TCTA","Mock","ZIKV",7.06069,2.8562,-1.30571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.958445,2.57493587372492,"Down in ZIKV"
"RCCD1","Mock","ZIKV",3.54534,1.43578,-1.30409,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.49056,1.80345851047845,"Down in ZIKV"
"CD9","Mock","ZIKV",3.45071,1.39768,-1.30386,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.424195,1.77576486223042,"Down in ZIKV"
"NRBP2","Mock","ZIKV",33.0747,13.3988,-1.30362,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,23.23675,4.59912435008289,"Down in ZIKV"
"KLHDC8A","Mock","ZIKV",56.8669,23.1005,-1.29966,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,39.9837,5.35697833132751,"Down in ZIKV"
"MMRN1","Mock","ZIKV",28.1489,11.4363,-1.29946,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,19.7926,4.37799826542492,"Down in ZIKV"
"MFNG","Mock","ZIKV",13.4981,5.49318,-1.29704,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.49564,3.39171823642686,"Down in ZIKV"
"FLJ35282","Mock","ZIKV",4.99299,2.03335,-1.29604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.51317,2.17414112234339,"Down in ZIKV"
