"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"LENG8","Mock","ZIKV",71.2716,27.557,-1.37091,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IQGAP3","Mock","ZIKV",10.2495,3.96793,-1.3691,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POLD1","Mock","ZIKV",18.2362,7.07088,-1.36684,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"OGFOD3","Mock","ZIKV",5.96806,2.32256,-1.36155,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PROCA1","Mock","ZIKV",7.37259,2.87315,-1.35954,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POLA2","Mock","ZIKV",11.157,4.35755,-1.35636,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"B3GNTL1","Mock","ZIKV",3.94546,1.54418,-1.35335,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDKN2C","Mock","ZIKV",6.63467,2.60034,-1.35133,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SUZ12P1","Mock","ZIKV",27.4597,10.767,-1.3507,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DNAI1","Mock","ZIKV",4.27431,1.67599,-1.35068,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRABD2B","Mock","ZIKV",1.5532,0.609365,-1.34986,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TTC31","Mock","ZIKV",10.2527,4.03819,-1.34422,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUP62CL","Mock","ZIKV",4.38912,1.73332,-1.34039,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PLEKHB1","Mock","ZIKV",3.52025,1.39041,-1.34017,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SLC18A1","Mock","ZIKV",14.4419,5.70924,-1.33889,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CAHM","Mock","ZIKV",4.99498,1.97965,-1.33524,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMIM11","Mock","ZIKV",10.6679,4.22808,-1.3352,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IGFBP4","Mock","ZIKV",13.8159,5.49098,-1.33119,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"VWA1","Mock","ZIKV",4.46397,1.77588,-1.32979,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GPC3","Mock","ZIKV",181.68,72.3287,-1.32876,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TOP2A","Mock","ZIKV",90.5651,36.0761,-1.32791,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"USP43","Mock","ZIKV",4.42546,1.76302,-1.32777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DNA2","Mock","ZIKV",7.83487,3.12304,-1.32696,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SNHG3","Mock","ZIKV",6.28345,2.50514,-1.32666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RMI2","Mock","ZIKV",15.5622,6.20946,-1.3255,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SIRPA","Mock","ZIKV",2.97538,1.18804,-1.32449,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF732","Mock","ZIKV",1.35273,0.541134,-1.32182,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ATP5S","Mock","ZIKV",7.56457,3.02638,-1.32167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HCG18","Mock","ZIKV",9.04824,3.62454,-1.31984,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADAM11","Mock","ZIKV",2.53183,1.01529,-1.31829,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC646903","Mock","ZIKV",4.41806,1.77333,-1.31695,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C1orf106","Mock","ZIKV",6.26078,2.51774,-1.31421,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AHSA2","Mock","ZIKV",26.1476,10.5201,-1.31353,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTSC","Mock","ZIKV",9.00863,3.625,-1.31333,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EHHADH","Mock","ZIKV",1.03987,0.419351,-1.31017,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GRIN2A","Mock","ZIKV",6.04508,2.44353,-1.30679,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ILF3-AS1","Mock","ZIKV",10.6739,4.31579,-1.30639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"OGG1","Mock","ZIKV",12.9112,5.22125,-1.30616,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TCTA","Mock","ZIKV",7.06069,2.8562,-1.30571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RCCD1","Mock","ZIKV",3.54534,1.43578,-1.30409,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CD9","Mock","ZIKV",3.45071,1.39768,-1.30386,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NRBP2","Mock","ZIKV",33.0747,13.3988,-1.30362,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KLHDC8A","Mock","ZIKV",56.8669,23.1005,-1.29966,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MMRN1","Mock","ZIKV",28.1489,11.4363,-1.29946,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MFNG","Mock","ZIKV",13.4981,5.49318,-1.29704,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FLJ35282","Mock","ZIKV",4.99299,2.03335,-1.29604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PSMG4","Mock","ZIKV",8.17794,3.33132,-1.29564,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PIEZO2","Mock","ZIKV",1.72322,0.701977,-1.29561,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDC45","Mock","ZIKV",13.9584,5.6873,-1.29532,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DKFZP434I0714","Mock","ZIKV",2.91511,1.18814,-1.29484,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMC2","Mock","ZIKV",12.644,5.15738,-1.29374,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SPRYD4","Mock","ZIKV",2.59759,1.06039,-1.29257,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TIMELESS","Mock","ZIKV",34.4657,14.0795,-1.29157,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HILPDA","Mock","ZIKV",15.2973,6.24997,-1.29136,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RFC3","Mock","ZIKV",13.1073,5.35879,-1.29039,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C8orf46","Mock","ZIKV",11.5686,4.72983,-1.29036,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"QTRT1","Mock","ZIKV",21.1598,8.65483,-1.28975,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARMC4","Mock","ZIKV",1.44209,0.589865,-1.2897,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FANCL","Mock","ZIKV",29.4916,12.0635,-1.28966,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GMNN","Mock","ZIKV",27.7379,11.3584,-1.2881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ESPL1","Mock","ZIKV",9.45665,3.87495,-1.28715,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPN","Mock","ZIKV",13.9246,5.71082,-1.28587,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GINS1","Mock","ZIKV",14.3153,5.87109,-1.28586,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCBL1","Mock","ZIKV",7.81406,3.2051,-1.2857,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SH2D5","Mock","ZIKV",1.97145,0.808943,-1.28515,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DLL3","Mock","ZIKV",96.1273,39.4722,-1.28411,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SLC9A3","Mock","ZIKV",2.60801,1.07113,-1.28381,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DPM3","Mock","ZIKV",45.0623,18.5117,-1.28349,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"BOK","Mock","ZIKV",3.69955,1.5206,-1.28271,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IL13RA1","Mock","ZIKV",4.01183,1.65241,-1.27969,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100131434","Mock","ZIKV",3.62773,1.4967,-1.27728,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PNMA3","Mock","ZIKV",4.08809,1.68874,-1.27548,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IFI27L1","Mock","ZIKV",16.3793,6.77078,-1.27448,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ALDH1A1","Mock","ZIKV",1.62884,0.673515,-1.27406,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRNB4","Mock","ZIKV",22.5705,9.35682,-1.27035,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CPXM1","Mock","ZIKV",40.1174,16.6352,-1.26999,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF20A","Mock","ZIKV",20.4341,8.48208,-1.26849,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AIF1L","Mock","ZIKV",36.5615,15.2063,-1.26566,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MGC45800","Mock","ZIKV",2.36966,0.985954,-1.26509,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PSRC1","Mock","ZIKV",27.9852,11.6529,-1.26398,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM48","Mock","ZIKV",16.1024,6.70737,-1.26346,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM107A","Mock","ZIKV",3.78685,1.57753,-1.26333,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HSD17B8","Mock","ZIKV",7.71744,3.21656,-1.2626,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EFCAB12","Mock","ZIKV",2.34074,0.97637,-1.26147,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DARS2","Mock","ZIKV",9.84236,4.1147,-1.25822,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SLC4A4","Mock","ZIKV",1.8992,0.794633,-1.25703,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GTSE1","Mock","ZIKV",17.3506,7.25993,-1.25696,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PAQR4","Mock","ZIKV",16.3454,6.84022,-1.25677,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TIE1","Mock","ZIKV",1.07418,0.449923,-1.25549,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C10orf32","Mock","ZIKV",12.4642,5.22113,-1.25536,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRIM74","Mock","ZIKV",2.80922,1.17688,-1.2552,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SDC4","Mock","ZIKV",2.21793,0.930706,-1.25282,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TTLL6","Mock","ZIKV",1.39502,0.586055,-1.25117,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POLD3","Mock","ZIKV",13.5353,5.70749,-1.2458,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF589","Mock","ZIKV",11.1425,4.6987,-1.24574,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARMC3","Mock","ZIKV",1.9409,0.818868,-1.24502,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EMID1","Mock","ZIKV",4.63012,1.95386,-1.24472,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C5orf55","Mock","ZIKV",3.053,1.28859,-1.24444,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM109","Mock","ZIKV",13.9466,5.88754,-1.24418,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TK1","Mock","ZIKV",15.6617,6.61271,-1.24393,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DGCR9","Mock","ZIKV",2.62935,1.11031,-1.24375,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GRAMD1C","Mock","ZIKV",2.11928,0.895657,-1.24256,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TYMS","Mock","ZIKV",59.481,25.1547,-1.2416,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KDM8","Mock","ZIKV",2.4543,1.03809,-1.24138,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EGR1","Mock","ZIKV",616.45,261.459,-1.2374,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC730101","Mock","ZIKV",12.9644,5.50236,-1.23643,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DEPDC1B","Mock","ZIKV",19.265,8.18518,-1.2349,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PPIF","Mock","ZIKV",14.5118,6.17052,-1.23376,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOXL2","Mock","ZIKV",17.5678,7.4706,-1.23364,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ENOSF1","Mock","ZIKV",16.1599,6.87772,-1.23242,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPF","Mock","ZIKV",48.4378,20.62,-1.23209,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF488","Mock","ZIKV",1.5685,0.667788,-1.23193,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RCC1","Mock","ZIKV",16.4009,6.98403,-1.23164,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C1orf228","Mock","ZIKV",3.79599,1.61703,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ENTPD1","Mock","ZIKV",4.13881,1.76306,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AKT2","Mock","ZIKV",25.5282,10.8981,-1.22801,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DPY19L2P2","Mock","ZIKV",3.57975,1.52863,-1.22762,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAHD2A","Mock","ZIKV",12.6297,5.39647,-1.22673,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PKMYT1","Mock","ZIKV",13.6394,5.83124,-1.2259,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC440288","Mock","ZIKV",3.79171,1.62393,-1.22336,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAMDC4","Mock","ZIKV",6.94363,2.97406,-1.22326,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF587B","Mock","ZIKV",2.7654,1.18691,-1.22028,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TUBB1","Mock","ZIKV",1.22902,0.529232,-1.21554,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTSF","Mock","ZIKV",15.5639,6.7037,-1.21517,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MMP23B","Mock","ZIKV",3.6239,1.56116,-1.21493,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MYL9","Mock","ZIKV",12.7265,5.48355,-1.21465,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SCRN2","Mock","ZIKV",12.225,5.26852,-1.21436,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ORC1","Mock","ZIKV",7.13011,3.07634,-1.21271,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDK1","Mock","ZIKV",55.6045,23.9927,-1.2126,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GSTZ1","Mock","ZIKV",9.29256,4.01154,-1.21192,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CD58","Mock","ZIKV",3.76849,1.6273,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM218","Mock","ZIKV",7.37404,3.18424,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FANK1","Mock","ZIKV",5.43904,2.35307,-1.20881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHAF1B","Mock","ZIKV",10.2515,4.44311,-1.20619,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRNA5","Mock","ZIKV",7.71101,3.34208,-1.20618,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC155060","Mock","ZIKV",1.97545,0.856628,-1.20544,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PLD2","Mock","ZIKV",4.93516,2.14108,-1.20476,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SSPO","Mock","ZIKV",2.40571,1.04687,-1.20037,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AURKA","Mock","ZIKV",13.3004,5.79773,-1.19791,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM66C","Mock","ZIKV",1.73186,0.755727,-1.19639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRIL","Mock","ZIKV",6.14785,2.68658,-1.19431,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EPHX2","Mock","ZIKV",5.89743,2.57895,-1.19331,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CSRP2","Mock","ZIKV",107.622,47.0757,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DNPH1","Mock","ZIKV",27.7906,12.1561,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRDMT1","Mock","ZIKV",4.24427,1.85747,-1.19218,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TAGLN","Mock","ZIKV",59.0826,25.8724,-1.19132,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZWINT","Mock","ZIKV",35.043,15.3455,-1.19131,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRAC1","Mock","ZIKV",8.76683,3.84772,-1.18805,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TCHP","Mock","ZIKV",9.76041,4.28541,-1.18751,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBBP7","Mock","ZIKV",61.6993,27.0898,-1.1875,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CDH20","Mock","ZIKV",37.1137,16.3031,-1.1868,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANXA11","Mock","ZIKV",2.2468,0.990636,-1.18145,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMPRSS5","Mock","ZIKV",2.08404,0.919604,-1.1803,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GPD2","Mock","ZIKV",1.43223,0.632141,-1.17995,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SNHG10","Mock","ZIKV",6.26131,2.7636,-1.17991,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PRR11","Mock","ZIKV",13.1837,5.81984,-1.1797,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"WNT7B","Mock","ZIKV",103.534,45.7136,-1.17941,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUDT13","Mock","ZIKV",1.89449,0.836549,-1.17929,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SFXN5","Mock","ZIKV",5.56782,2.45917,-1.17894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GJA1","Mock","ZIKV",42.4466,18.7478,-1.17893,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C1GALT1C1","Mock","ZIKV",9.72633,4.29678,-1.17864,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KEL","Mock","ZIKV",2.55719,1.13019,-1.178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF18B","Mock","ZIKV",12.1193,5.36124,-1.17666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ERVK13-1","Mock","ZIKV",4.3039,1.90489,-1.17594,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C2CD4C","Mock","ZIKV",12.8128,5.67142,-1.17581,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DHRS11","Mock","ZIKV",8.06451,3.57479,-1.17373,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ASPM","Mock","ZIKV",15.8065,7.01433,-1.17214,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HELLS","Mock","ZIKV",11.9011,5.29201,-1.16921,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MYBL2","Mock","ZIKV",29.9232,13.3083,-1.16894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC18","Mock","ZIKV",5.09029,2.26418,-1.16876,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CA14","Mock","ZIKV",5.69219,2.53268,-1.16832,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FGFBP3","Mock","ZIKV",204.952,91.3048,-1.16652,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PDDC1","Mock","ZIKV",23.6873,10.5554,-1.16613,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DBF4B","Mock","ZIKV",9.09986,4.0573,-1.16533,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PFN2","Mock","ZIKV",223.66,99.7904,-1.16433,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"E2F8","Mock","ZIKV",2.30044,1.02727,-1.16309,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EMP2","Mock","ZIKV",7.83037,3.49683,-1.16303,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"H2AFX","Mock","ZIKV",121.683,54.3662,-1.16234,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TK2","Mock","ZIKV",4.27868,1.9124,-1.16178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"B3GAT3","Mock","ZIKV",24.6687,11.0361,-1.16045,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FOXM1","Mock","ZIKV",24.8844,11.1391,-1.15962,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TSEN2","Mock","ZIKV",8.28943,3.72226,-1.1551,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TKTL1","Mock","ZIKV",7.83277,3.52295,-1.15274,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CYP27C1","Mock","ZIKV",2.22814,1.00289,-1.15167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LUC7L3","Mock","ZIKV",148.784,67.1344,-1.1481,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HMGN2","Mock","ZIKV",371.216,167.523,-1.1479,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LYPD6","Mock","ZIKV",3.27689,1.47913,-1.14758,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FHAD1","Mock","ZIKV",1.99733,0.901914,-1.14701,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MEGF6","Mock","ZIKV",12.5302,5.65887,-1.14683,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GCDH","Mock","ZIKV",6.93761,3.13351,-1.14666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"BTBD19","Mock","ZIKV",3.1296,1.41396,-1.14624,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM168","Mock","ZIKV",11.3048,5.10939,-1.14571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRAF5","Mock","ZIKV",2.6353,1.19145,-1.14525,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"POLE2","Mock","ZIKV",6.93771,3.13671,-1.14521,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DANCR","Mock","ZIKV",48.098,21.7476,-1.14512,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANLN","Mock","ZIKV",13.6141,6.16524,-1.14288,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUDT1","Mock","ZIKV",26.4488,11.9818,-1.14236,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHAF1A","Mock","ZIKV",17.1645,7.77785,-1.14199,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PXMP2","Mock","ZIKV",18.4842,8.40631,-1.13675,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"H19","Mock","ZIKV",9.14327,4.15957,-1.13628,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"WDHD1","Mock","ZIKV",8.18176,3.72347,-1.13576,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LPL","Mock","ZIKV",5.37121,2.44634,-1.13462,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF605","Mock","ZIKV",8.38898,3.82453,-1.13321,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MKI67","Mock","ZIKV",38.6335,17.6364,-1.1313,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LEPROT","Mock","ZIKV",16.1611,7.37767,-1.13129,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF474","Mock","ZIKV",2.90032,1.32539,-1.1298,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FZD2","Mock","ZIKV",30.0716,13.7614,-1.12777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM210B","Mock","ZIKV",20.9906,9.61049,-1.12706,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC284581","Mock","ZIKV",6.36444,2.91606,-1.12601,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM107","Mock","ZIKV",12.5021,5.72881,-1.12586,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EXOSC3","Mock","ZIKV",10.455,4.79434,-1.12479,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PCNA","Mock","ZIKV",117.325,53.8122,-1.1245,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZRANB2","Mock","ZIKV",64.2961,29.4905,-1.12448,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NES","Mock","ZIKV",172.014,79.0011,-1.12258,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMEM91","Mock","ZIKV",13.2869,6.10526,-1.12188,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADCY3","Mock","ZIKV",12.8572,5.90912,-1.12157,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"BRIP1","Mock","ZIKV",4.5931,2.11157,-1.12115,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HMBS","Mock","ZIKV",13.1817,6.06162,-1.12076,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
