"Transcript/RepeatID (cmd=analyzeRepeats-pl /home/cbenner/data/software/gencode/hg38/gencode-best-rna hg38 -fpkm -count exons -strand - -minLength 250 -d HMDM-RNAseq-mock-24h-4G2neg-p1 HMDM-RNAseq-mock-24h-4G2neg-p3 HMDM-RNAseq-mock-24h-4G2neg-p4 HMDM-RNAseq-mock-24h-4G2neg-p5 HMDM-RNAseq-mock-24h-4G2neg-p6 HMDM-RNAseq-mock-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2neg-p4 HMDM-RNAseq-FSSADE-12h-4G2neg-p5 HMDM-RNAseq-FSSADE-12h-4G2neg-p6 HMDM-RNAseq-FSSADE-12h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2pos-p4 HMDM-RNAseq-FSSADE-12h-4G2pos-p5 HMDM-RNAseq-FSSADE-12h-4G2pos-p6 HMDM-RNAseq-FSSADE-12h-4G2pos-pooled HMDM-RNAseq-FSSADE-18h-4G2neg-p4 HMDM-RNAseq-FSSADE-18h-4G2neg-p5 HMDM-RNAseq-FSSADE-18h-4G2neg-p6 HMDM-RNAseq-FSSADE-18h-4G2neg-pooled HMDM-RNAseq-FSSADE-18h-4G2pos-p4 HMDM-RNAseq-FSSADE-18h-4G2pos-p5 HMDM-RNAseq-FSSADE-18h-4G2pos-p6 HMDM-RNAseq-FSSADE-18h-4G2pos-pooled HMDM-RNAseq-FSSADE-24h-4G2neg-p1 HMDM-RNAseq-FSSADE-24h-4G2neg-p3 HMDM-RNAseq-FSSADE-24h-4G2neg-p4 HMDM-RNAseq-FSSADE-24h-4G2neg-p5 HMDM-RNAseq-FSSADE-24h-4G2neg-p6 HMDM-RNAseq-FSSADE-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-24h-4G2pos-p1 HMDM-RNAseq-FSSADE-24h-4G2pos-p3 HMDM-RNAseq-FSSADE-24h-4G2pos-p4 HMDM-RNAseq-FSSADE-24h-4G2pos-p5 HMDM-RNAseq-FSSADE-24h-4G2pos-p6 HMDM-RNAseq-FSSADE-24h-4G2pos-pooled)","chr","start","end","strand","Length","gene_name","Annotation/Divergence","gene_id","gene_type"
"ENST00000455248.1","chr2",158419955,158425303,"+",748,"HNRNPDLP2","0","ENSG00000234890.1","unprocessed_pseudogene"
"ENST00000610230.1","chr1",85467295,85467660,"+",365,"RP11-131L23.2","0","ENSG00000273264.1","lincRNA"
"ENST00000618724.1","chr15",101613676,101614339,"-",486,"RP11-14C10.5","0","ENSG00000273585.1","lincRNA"
"ENST00000503357.1","chr3",140452528,140460351,"-",471,"RP11-68L1.2","0","ENSG00000249290.5","antisense"
"ENST00000428444.2","chr4",189982523,189984871,"-",1298,"TUBB7P","0","ENSG00000251297.1","unprocessed_pseudogene"
"ENST00000422761.1","chr2",70941827,70948610,"-",1124,"ATP6V1B1-AS1","ATP6V1B1-AS1|-|-|2p13.3|ncRNA","ENSG00000239322.1","antisense"
"ENST00000438554.2","chr10",79382328,79409274,"+",508,"RP11-342M3.5","0","ENSG00000235426.2","antisense"
"ENST00000482450.2","chr8",12393209,12400366,"-",262,"DEFB109P1","0","ENSG00000242296.2","unprocessed_pseudogene"
"ENST00000509390.1","chr5",97677547,97678681,"-",1134,"MTCYBP40","0","ENSG00000248931.1","processed_pseudogene"
"ENST00000583571.1","chr18",3891932,3896658,"+",748,"DLGAP1-AS3","0","ENSG00000263724.1","antisense"
"ENST00000433433.1","chr2",104865497,104872452,"-",3100,"LINC01159","LINC01159|linc-Brn1b|-|2q12.1|ncRNA","ENSG00000229743.2","processed_transcript"
"ENST00000544535.1","chr11",72158822,72159734,"+",604,"RP11-807H22.5","0","ENSG00000256518.3","unprocessed_pseudogene"
"ENST00000565133.1","chr16",60360542,60442245,"+",435,"RP11-354I13.2","0","ENSG00000261436.5","lincRNA"
"ENST00000438619.1","chr1",74963314,74965118,"+",336,"RP11-93N20.1","0","ENSG00000229943.1","lincRNA"
"ENST00000415971.1","chr2",120213631,120214989,"+",1358,"MTND4P26","0","ENSG00000234065.2","processed_pseudogene"
"ENST00000416440.2","chr1",61654194,61654908,"+",714,"RP11-430G17.1","0","ENSG00000223920.2","processed_pseudogene"
"ENST00000389817.7","chr11",17392885,17476845,"-",4844,"ABCC8","ABCC8|ABC36|HHF1|HI|HRINS|MRP8|PHHI|SUR|SUR1|SUR1delta2|TNDM2|-|11p15.1|protein-coding","ENSG00000006071.12","protein_coding"
"ENST00000512074.1","chr5",85549409,85549952,"+",543,"CTC-534B23.1","0","ENSG00000251066.1","processed_pseudogene"
"ENST00000600936.1","chr14",77140683,77142996,"+",2313,"RP11-463C8.7","0","ENSG00000269883.1","antisense"
"ENST00000431827.1","chr2",219425071,219426184,"-",221,"AC053503.6","0","ENSG00000234638.1","antisense"
"ENST00000329122.2","chr21",30613431,30613930,"-",499,"KRTAP6-1","KRTAP6-1|C21orf103|KAP6.1|-|21q22.11|protein-coding","ENSG00000184724.5","protein_coding"
"ENST00000566912.1","chr6",22134957,22147193,"-",1935,"NBAT1","NBAT1|CASC14|NBAT-1|-|6p22.3|ncRNA","ENSG00000260455.1","lincRNA"
"ENST00000579731.2","chr5",123070782,123071080,"+",298,"RN7SL711P","0","ENSG00000276047.1","misc_RNA"
"ENST00000410913.1","chr2",187122562,187122861,"-",299,"RN7SKP42","0","ENSG00000222845.1","misc_RNA"
"ENST00000479214.5","chr1",246945547,247008056,"-",874,"ZNF695","0","ENSG00000197472.14","protein_coding"
"ENST00000610519.1","chr9",66879454,66879940,"-",486,"RP11-1082I11.2","0","ENSG00000277490.1","processed_pseudogene"
"ENST00000309212.10","chr1",1352691,1358535,"-",2254,"MXRA8","MXRA8|ASP3|-|1p36.33|protein-coding","ENSG00000162576.16","protein_coding"
"ENST00000580487.1","chr18",78795612,78796672,"-",396,"RP11-715C4.1","0","ENSG00000266273.1","lincRNA"
"ENST00000423965.2","chr9",15034161,15048061,"-",1010,"CLCN3P1","0","ENSG00000232000.2","transcribed_unprocessed_pseudogene"
"ENST00000531882.1","chr11",38618329,38646356,"-",468,"RP11-277K23.1","LOC103312105|-|-|11p12|ncRNA","ENSG00000255175.5","lincRNA"
"ENST00000506911.1","chr5",138039199,138039979,"+",643,"RP11-325L7.2","0","ENSG00000250260.1","lincRNA"
"ENST00000448756.1","chr6",30359278,30359911,"-",633,"HCG19P","0","ENSG00000224486.1","processed_pseudogene"
"ENST00000437016.1","chr20",38288331,38326536,"-",801,"CTD-2308N23.2","0","ENSG00000206249.3","antisense"
"ENST00000517169.1","chrX",20452108,20452431,"+",323,"RN7SKP183","0","ENSG00000252978.1","misc_RNA"
"ENST00000603589.1","chr7",16849957,16850725,"-",768,"RP11-455J15.1","0","ENSG00000270593.1","processed_pseudogene"
"ENST00000444197.3","chr6",29439306,29440977,"+",1671,"OR10C1","0","ENSG00000206474.8","protein_coding"
"ENST00000610966.4","chr12",108907741,109021240,"-",6782,"SVOP","SVOP|-|-|12q24.11|protein-coding","ENSG00000166111.9","protein_coding"
"ENST00000484153.1","chr1",11766742,11778310,"+",2549,"C1orf167","0","ENSG00000215910.7","protein_coding"
"ENST00000335071.3","chr1",47416072,47418052,"+",1980,"FOXE3","FOXE3|AAT11|ASGD2|CTRCT34|FKHL12|FREAC8|-|1p33|protein-coding","ENSG00000186790.5","protein_coding"
"ENST00000332296.7","chr1",12791397,12796628,"+",2153,"PRAMEF1","PRAMEF1|-|-|1p36.21|protein-coding","ENSG00000116721.9","protein_coding"
"ENST00000458195.1","chr13",69894101,69895085,"-",984,"PSMC1P13","0","ENSG00000232314.1","processed_pseudogene"
"ENST00000468961.2","chr3",63860645,63861819,"+",670,"THOC7-AS1","THOC7-AS1|-|-|3p14.1|ncRNA","ENSG00000240549.2","antisense"
"ENST00000555595.1","chr14",99324799,99332015,"-",205,"CTD-2200A16.1","0","ENSG00000258383.1","lincRNA"
"ENST00000390287.2","chr22",22214794,22215270,"+",362,"IGLV10-54","0","ENSG00000211642.3","IG_V_gene"
"ENST00000321420.4","chr2",130755435,130765086,"+",3270,"AMER3","AMER3|FAM123C|-|2q21.1|protein-coding","ENSG00000178171.10","protein_coding"
"ENST00000511148.2","chr4",17515165,17527104,"+",818,"CLRN2","CLRN2|-|-|4p15.32|protein-coding","ENSG00000249581.2","protein_coding"
"ENST00000433928.1","chrX",55178207,55178737,"-",530,"MTCO1P52","0","ENSG00000229760.1","processed_pseudogene"
"ENST00000515628.1","chr4",68972999,68975993,"-",699,"RP11-468N14.10","0","ENSG00000251498.1","unprocessed_pseudogene"
"ENST00000513849.1","chr5",94788789,94793599,"+",1933,"CTC-484P3.3","0","ENSG00000249175.1","antisense"
"ENST00000221700.10","chr19",15878023,15898120,"-",2382,"CYP4F2","CYP4F2|CPF2|-|19p13.12|protein-coding","ENSG00000186115.12","protein_coding"
"ENST00000410657.1","chr8",5910945,5911236,"-",291,"RN7SKP159","0","ENSG00000222589.1","misc_RNA"
"ENST00000420866.1","chr2",174326027,174330643,"+",3118,"LINC01305","LINC01305|-|-|2q31.1|ncRNA","ENSG00000231453.1","lincRNA"
"ENST00000377317.4","chr8",144473412,144476335,"-",2498,"FOXH1","FOXH1|FAST-1|FAST1|-|8q24.3|protein-coding","ENSG00000160973.7","protein_coding"
"ENST00000376152.2","chr1",13315581,13322598,"+",1858,"PRAMEF15","PRAMEF15|-|-|1p36.21|protein-coding","ENSG00000204501.7","protein_coding"
"ENST00000448149.1","chr9",38504447,38505482,"-",1035,"VN1R48P","0","ENSG00000237487.1","processed_pseudogene"
"ENST00000417160.1","chrX",126729104,126730226,"+",1122,"MTCYBP38","0","ENSG00000226414.1","processed_pseudogene"
"ENST00000578504.1","chr18",22175465,22176662,"-",356,"RP11-627G18.2","0","ENSG00000264012.1","antisense"
"ENST00000508873.1","chr4",24771467,24772420,"+",953,"HNRNPA1P65","0","ENSG00000248444.1","processed_pseudogene"
"ENST00000491321.1","chr3",115658533,115661279,"+",559,"RP11-326J18.1","0","ENSG00000241596.1","sense_intronic"
"ENST00000590053.1","chr19",31967099,32025791,"-",642,"LINC01837","0","ENSG00000267489.3","lincRNA"
"ENST00000380392.3","chr15",62163535,62165283,"-",1576,"C2CD4B","C2CD4B|FAM148B|NLF2|-|15q22.2|protein-coding","ENSG00000205502.3","protein_coding"
"ENST00000576738.1","chr17",79915252,79926725,"-",5260,"LINC01979","LINC01979|-|-|17q25.3|ncRNA","ENSG00000262585.1","lincRNA"
"ENST00000548740.1","chr12",96422326,96485442,"-",372,"RP11-510I5.4","0","ENSG00000258272.1","lincRNA"
"ENST00000555004.2","chr14",96039324,96093889,"+",7580,"C14orf132","C14orf132|C14orf88|-|14q32.2|protein-coding","ENSG00000227051.6","protein_coding"
"ENST00000437151.1","chr6",86970466,86971193,"+",727,"RPL7P29","0","ENSG00000214457.3","processed_pseudogene"
"ENST00000602916.1","chr1",7700704,7700970,"-",266,"RP11-338N10.3","0","ENSG00000269978.1","lincRNA"
"ENST00000510575.1","chr3",133409955,133410843,"+",888,"RP11-503I22.2","0","ENSG00000249820.1","processed_pseudogene"
"ENST00000634796.1","chr12",54142591,54147485,"+",1727,"RP11-834C11.15","0","ENSG00000283073.1","lincRNA"
"ENST00000516513.1","chr4",88583666,88583972,"-",306,"RN7SKP244","0","ENSG00000252322.1","misc_RNA"
"ENST00000431209.1","chr10",2499721,2500570,"+",329,"RP11-526P5.1","0","ENSG00000237500.1","lincRNA"
"ENST00000412169.1","chr1",121116862,121117242,"-",380,"HIST2H2BA","0","ENSG00000223345.3","transcribed_unprocessed_pseudogene"
"ENST00000516173.1","chr2",217251556,217251875,"+",319,"RN7SKP43","0","ENSG00000251982.1","misc_RNA"
"ENST00000604318.1","chr7",139198557,139199142,"-",585,"RP11-365F18.6","0","ENSG00000271537.1","processed_pseudogene"
"ENST00000624263.1","chr21",8845566,8846646,"+",1080,"MTCO1P1","0","ENSG00000280243.1","processed_pseudogene"
"ENST00000398525.2","chr2",65666695,65667737,"+",1042,"KRT18P33","0","ENSG00000214533.3","processed_pseudogene"
"ENST00000451219.1","chr22",30136673,30137681,"-",786,"CTA-85E5.6","0","ENSG00000225971.1","processed_pseudogene"
"ENST00000606593.1","chr8",38408048,38408742,"-",694,"RP11-350N15.6","0","ENSG00000272159.1","antisense"
"ENST00000560199.1","chr15",59688517,59689418,"+",399,"RP11-361D15.2","0","ENSG00000259238.1","antisense"
"ENST00000586962.1","chr19",36014508,36045972,"+",636,"AC002116.7","0","ENSG00000267698.1","antisense"
"ENST00000624712.1","chr5",140788457,140822193,"-",1050,"AC005609.16","0","ENSG00000279726.1","antisense"
"ENST00000473024.3","chr1",67656831,67657129,"-",298,"RN7SL392P","0","ENSG00000242482.3","misc_RNA"
"ENST00000411066.1","chr11",57451690,57452022,"+",332,"RN7SKP259","0","ENSG00000222998.1","misc_RNA"
"ENST00000370759.3","chr1",78045902,78138449,"+",3836,"GIPC2","GIPC2|SEMCAP-2|SEMCAP2|-|1p31.1|protein-coding","ENSG00000137960.5","protein_coding"
"ENST00000588007.1","chr19",44297104,44297355,"+",251,"NDUFA3P1","0","ENSG00000267590.1","processed_pseudogene"
"ENST00000523155.1","chr2",89192500,89192752,"-",252,"IGKV3-25","0","ENSG00000253202.1","IG_V_pseudogene"
"ENST00000479812.1","chr14",34694170,34694644,"+",474,"RPL23AP8","0","ENSG00000241582.1","processed_pseudogene"
"ENST00000402039.1","chr6",154576309,154577079,"+",770,"RPS4XP8","0","ENSG00000219146.1","processed_pseudogene"
"ENST00000456683.2","chr2",110449242,110451064,"+",471,"RP13-1039J1.3","0","ENSG00000227574.2","antisense"
"ENST00000282561.3","chr6",121435692,121449727,"+",3034,"GJA1","GJA1|AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA|-|6q22.31|protein-coding","ENSG00000152661.7","protein_coding"
"ENST00000447235.1","chr9",21811621,21812347,"-",726,"TUBB8P1","0","ENSG00000229298.1","processed_pseudogene"
"ENST00000623542.1","chr10",85555484,85557436,"-",1952,"RP11-113E21.3","0","ENSG00000280134.1","TEC"
"ENST00000567119.1","chr16",2530035,2531408,"-",1373,"CEMP1","CEMP1|CP-23|CP23|-|16p13.3|protein-coding","ENSG00000205923.3","protein_coding"
"ENST00000575546.1","chr17",5126740,5127010,"-",270,"RP11-46I8.4","0","ENSG00000262855.1","processed_pseudogene"
"ENST00000426107.1","chr2",62552463,62553434,"-",971,"PSAT1P2","0","ENSG00000232144.1","processed_pseudogene"
"ENST00000617892.1","chr15",75346744,75347161,"-",417,"RP11-817O13.9","0","ENSG00000275645.1","antisense"
"ENST00000570038.1","chr16",9466655,9517564,"+",785,"RP11-418I22.2","0","ENSG00000260071.1","lincRNA"
"ENST00000369261.8","chr6",96924729,97140754,"+",3677,"KLHL32","KLHL32|BKLHD5|KIAA1900|UG0030H05|dJ21F7.1|-|6q16.1|protein-coding","ENSG00000186231.16","protein_coding"
"ENST00000306507.6","chr2",113498665,113501155,"+",2490,"FOXD4L1","FOXD4L1|FOXD5|bA395L14.1|-|2q14.1|protein-coding","ENSG00000184492.6","protein_coding"
"ENST00000454044.1","chr13",19290593,19344825,"-",2719,"ANKRD26P3","0","ENSG00000237636.2","unprocessed_pseudogene"
"ENST00000467897.2","chr7",27128969,27152561,"-",914,"RP1-170O19.22","0","ENSG00000273433.1","processed_transcript"
"ENST00000318749.7","chr1",247451029,247451982,"-",953,"OR2B11","OR2B11|-|-|1q44|protein-coding","ENSG00000177535.7","protein_coding"
"ENST00000535743.1","chr11",69303412,69303807,"-",395,"IFITM9P","0","ENSG00000213275.2","processed_pseudogene"
"ENST00000423515.2","chr9",84063443,84094577,"+",1990,"RP11-158D2.2","LOC101927575|-|-|9q21.32|ncRNA","ENSG00000227463.2","lincRNA"
"ENST00000446794.1","chr10",87591607,87606024,"-",165,"RP11-57C13.4","0","ENSG00000223761.1","lincRNA"
"ENST00000264144.4","chr1",183186288,183244900,"+",5102,"LAMC2","LAMC2|B2T|BM600|CSF|EBR2|EBR2A|LAMB2T|LAMNB2|-|1q25.3|protein-coding","ENSG00000058085.14","protein_coding"
"ENST00000527856.5","chr11",71722052,71781183,"+",1336,"ENPP7P8","0","ENSG00000255319.5","transcribed_unprocessed_pseudogene"
"ENST00000405151.2","chr6",126683036,126683847,"+",777,"RPS4XP9","0","ENSG00000217404.2","processed_pseudogene"
"ENST00000288710.6","chr2",26401916,26456711,"+",2458,"DRC1","DRC1|C2orf39|CCDC164|CILD21|-|2p23.3|protein-coding","ENSG00000157856.10","protein_coding"
"ENST00000609258.1","chr7",144142009,144142938,"+",929,"OR2A13P","0","ENSG00000273234.1","unprocessed_pseudogene"
"ENST00000433108.1","chr1",209428820,209432545,"+",3345,"MIR205HG","0","ENSG00000230937.11","processed_transcript"
"ENST00000398631.2","chr5",140875473,141012344,"+",5226,"PCDHA12","PCDHA12|PCDH-ALPHA12|-|5q31.3|protein-coding","ENSG00000251664.3","protein_coding"
"ENST00000564064.1","chr16",35836886,35837732,"+",846,"VN1R70P","0","ENSG00000261515.1","processed_pseudogene"
"ENST00000413356.1","chr1",190624890,190801658,"+",2207,"LINC01720","LINC01720|-|-|1q31.1-q31.2|ncRNA","ENSG00000231175.1","lincRNA"
"ENST00000605318.1","chr10",25691537,25692323,"+",786,"HIRAP1","0","ENSG00000271563.1","processed_pseudogene"
"ENST00000558042.1","chr15",58856831,58865063,"-",447,"RP11-30K9.5","0","ENSG00000259353.1","antisense"
"ENST00000499066.2","chr11",43829709,43833917,"-",2187,"RP11-613D13.5","0","ENSG00000246250.2","antisense"
"ENST00000513155.1","chr4",79596542,79597173,"+",352,"RP11-234K19.1","0","ENSG00000251399.1","lincRNA"
"ENST00000435739.1","chr1",65279456,65306521,"-",509,"RP5-1044H5.1","0","ENSG00000229294.1","antisense"
"ENST00000555786.1","chr14",57044646,57044960,"-",314,"RP11-108M12.2","0","ENSG00000259136.1","processed_pseudogene"
"ENST00000618889.1","chr9",97151894,97152694,"-",800,"RP11-520B13.8","0","ENSG00000277103.1","processed_pseudogene"
"ENST00000563895.1","chr15",30110302,30127785,"+",431,"ULK4P3","0","ENSG00000178081.12","transcribed_unprocessed_pseudogene"
"ENST00000505789.1","chr5",45574590,45576612,"+",2022,"RP11-484L7.2","0","ENSG00000250017.1","processed_pseudogene"
"ENST00000523038.1","chr8",48597458,48621018,"-",552,"RP11-567J20.1","0","ENSG00000253702.1","lincRNA"
"ENST00000320531.2","chr7",73861159,73865893,"+",849,"WBSCR28","TMEM270|WBSCR28|-|7q11.23|protein-coding","ENSG00000175877.3","protein_coding"
"ENST00000421245.2","chrX",73535503,73536241,"+",738,"RPL7P53","0","ENSG00000237475.2","processed_pseudogene"
"ENST00000556123.1","chr14",69484692,69503690,"+",3996,"PLEKHD1","0","ENSG00000175985.9","protein_coding"
"ENST00000529323.1","chr11",4137116,4138257,"-",343,"RRM1-AS1","0","ENSG00000255276.1","antisense"
"ENST00000333822.4","chr17",41096981,41098141,"-",1160,"KRTAP4-8","KRTAP4-8|KAP4.8|KRTAP4.8|-|17q21.2|protein-coding","ENSG00000204880.7","protein_coding"
"ENST00000527671.1","chr11",18140186,18189495,"-",1024,"RP11-113D6.6","0","ENSG00000255470.1","lincRNA"
"ENST00000610528.1","chr13",49232874,49234399,"+",1241,"RP11-203I16.7","0","ENSG00000274351.1","unprocessed_pseudogene"
"ENST00000585581.1","chr17",70628917,70629265,"-",348,"RP11-1058G23.1","0","ENSG00000267471.1","processed_pseudogene"
"ENST00000491913.2","chr14",60212462,60212912,"-",450,"RPL17P2","0","ENSG00000242135.2","processed_pseudogene"
"ENST00000462271.3","chr9",15525782,15526081,"-",299,"RN7SL98P","0","ENSG00000240613.3","misc_RNA"
"ENST00000401492.1","chr6",144136450,144136775,"+",325,"MRPL42P3","0","ENSG00000219297.1","processed_pseudogene"
"ENST00000373186.8","chr6",39904165,39927716,"-",4237,"MOCS1","MOCS1|MIG11|MOCOD|MOCODA|-|6p21.2|protein-coding","ENSG00000124615.17","protein_coding"
"ENST00000402375.1","chr6",132674885,132675383,"+",498,"HLFP1","0","ENSG00000218194.1","processed_pseudogene"
"ENST00000472090.6","chr10",42409727,42454385,"-",1421,"CCNYL2","0","ENSG00000182632.15","transcribed_unprocessed_pseudogene"
"ENST00000442072.1","chr9",91426238,91427144,"+",471,"RP11-440G5.2","0","ENSG00000233081.1","lincRNA"
"ENST00000390311.2","chr22",22747383,22747911,"+",372,"IGLV3-16","0","ENSG00000211665.2","IG_V_gene"
"ENST00000456766.1","chr1",158694539,158695509,"-",970,"OR6K1P","0","ENSG00000231237.1","unprocessed_pseudogene"
"ENST00000419459.1","chr14",90455271,90458904,"+",2021,"LINC00642","0","ENSG00000233208.5","lincRNA"
"ENST00000432394.1","chrY",9349579,9355182,"-",461,"FAM197Y8","0","ENSG00000225560.6","transcribed_processed_pseudogene"
"ENST00000446136.1","chr1",868071,876903,"-",1802,"FAM41C","FAM41C|-|-|1p36.33|ncRNA","ENSG00000230368.2","lincRNA"
"ENST00000328570.4","chr1",248558544,248559491,"-",947,"OR2T29","OR2T29|-|-|1q44|protein-coding","ENSG00000182783.4","protein_coding"
"ENST00000607930.1","chr9",134134216,134135649,"-",616,"LL09NC01-251B2.3","0","ENSG00000273249.1","antisense"
"ENST00000316967.10","chr15",84199312,84230136,"-",2512,"GOLGA2P7","0","ENSG00000225151.10","transcribed_unprocessed_pseudogene"
"ENST00000611332.1","chr9",61194211,61203446,"-",1985,"RP11-101E5.6","0","ENSG00000277412.1","antisense"
"ENST00000398740.2","chr2",15869939,15870243,"+",304,"RP11-120J4.1","0","ENSG00000214657.4","processed_pseudogene"
"ENST00000477071.2","chr4",98025390,98026240,"+",850,"RPL5P12","0","ENSG00000242697.2","processed_pseudogene"
"ENST00000510508.4","chr14",101561351,101563452,"+",2101,"DIO3","DIO3|5DIII|D3|DIOIII|TXDI3|-|14q32.31|protein-coding","ENSG00000197406.7","protein_coding"
"ENST00000435253.5","chr1",105602152,105618958,"-",1842,"LINC01676","LINC01676|-|-|1p21.1|ncRNA","ENSG00000230768.7","lincRNA"
"ENST00000422772.1","chr7",135660039,135660647,"+",608,"AC093107.7","0","ENSG00000223718.3","processed_pseudogene"
"ENST00000412951.1","chr2",215436253,215436992,"+",128,"AC012462.1","0","ENSG00000230695.1","antisense"
"ENST00000326783.3","chr14",20768427,20770948,"+",893,"EDDM3B","EDDM3B|EP3B|FAM12B|HE3-BETA|HE3B|RAM2|-|14q11.2|protein-coding","ENSG00000181552.3","protein_coding"
"ENST00000485258.1","chr14",103374033,103374916,"-",883,"RPSAP5","0","ENSG00000243904.1","processed_pseudogene"
"ENST00000280684.3","chr12",4809176,4813412,"+",4236,"KCNA6","0","ENSG00000151079.7","protein_coding"
"ENST00000428058.1","chr19",12284337,12285185,"+",848,"CTD-2666L21.2","0","ENSG00000234750.1","processed_pseudogene"
"ENST00000464109.1","chr11",72708186,72708565,"+",379,"RPS12P20","0","ENSG00000244134.1","processed_pseudogene"
"ENST00000595717.1","chr19",23288620,23289345,"+",725,"VN1R90P","0","ENSG00000268794.1","unprocessed_pseudogene"
"ENST00000435436.1","chr10",32109861,32111666,"+",676,"RP11-241I20.4","0","ENSG00000235113.1","processed_pseudogene"
"ENST00000436629.2","chrX",153317681,153321822,"-",3345,"LL0XNC01-16G2.1","PNMA6F|PNMA6BL|-|Xq28|protein-coding","ENSG00000225110.2","protein_coding"
"ENST00000237837.1","chr12",4368227,4379728,"-",3013,"FGF23","FGF23|ADHR|FGFN|HPDR2|HYPF|PHPTC|-|12p13.32|protein-coding","ENSG00000118972.1","protein_coding"
"ENST00000443385.1","chr7",56559221,56559958,"+",737,"VN1R25P","0","ENSG00000224947.1","processed_pseudogene"
"ENST00000352312.5","chr3",126394939,126436555,"+",2053,"CFAP100","CFAP100|CCDC37|MIA1|-|3q21.3|protein-coding","ENSG00000163885.11","protein_coding"
"ENST00000605671.1","chr10",55746551,55746908,"+",357,"RP11-478B11.2","0","ENSG00000270541.1","processed_pseudogene"
"ENST00000567788.1","chr12",130033454,130045057,"-",4587,"RP11-474D1.3","0","ENSG00000214039.8","lincRNA"
"ENST00000622616.1","chr6",60723148,60723898,"+",312,"RP11-343D24.2","0","ENSG00000275773.1","lincRNA"
"ENST00000610665.1","chr3",108574683,108575064,"+",381,"RP11-381E24.4","0","ENSG00000276763.1","processed_pseudogene"
"ENST00000450811.1","chr1",62896009,62901639,"+",444,"RP4-771M4.3","0","ENSG00000234318.1","lincRNA"
"ENST00000450746.1","chr3",30524745,30527185,"+",433,"LINC01985","0","ENSG00000227260.1","lincRNA"
"ENST00000441053.1","chr2",121081437,121088726,"-",809,"AC067960.1","0","ENSG00000234455.1","lincRNA"
"ENST00000579006.1","chr17",68095068,68095757,"+",468,"FBXO36P1","0","ENSG00000266117.1","processed_pseudogene"
"ENST00000601929.1","chr19",17207138,17208010,"-",626,"CTD-3032J10.3","0","ENSG00000269480.1","antisense"
"ENST00000373869.7","chr6",35737032,35748911,"+",1100,"ARMC12","ARMC12|C6orf81|-|6p21.31|protein-coding","ENSG00000157343.8","protein_coding"
"ENST00000559303.2","chr15",63675146,63713758,"+",573,"RP11-317G6.1","0","ENSG00000259589.2","antisense"
"ENST00000394414.5","chr5",146589504,147056027,"-",2243,"PPP2R2B","PPP2R2B|B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12|-|5q32|protein-coding","ENSG00000156475.18","protein_coding"
"ENST00000264377.7","chr2",206443539,206621130,"+",6279,"ADAM23","ADAM23|MDC-3|MDC3|-|2q33.3|protein-coding","ENSG00000114948.12","protein_coding"
"ENST00000323030.5","chr15",45114321,45118421,"+",1749,"DUOXA2","DUOXA2|SIMNIPHOM|TDH5|-|15q21.1|protein-coding","ENSG00000140274.13","protein_coding"
"ENST00000496488.1","chr1",160446,161525,"+",454,"RP11-34P13.9","0","ENSG00000241599.1","lincRNA"
"ENST00000617807.2","chr1",13060869,13062229,"+",1145,"HNRNPCL3","HNRNPCL3|HNRNPCL2|-|1p36.21|protein-coding","ENSG00000277058.2","protein_coding"
"ENST00000624509.1","chrX",108725886,108726948,"-",1062,"RP6-24A23.8","0","ENSG00000280322.1","TEC"
"ENST00000305139.10","chr2",233692866,233773300,"+",2470,"UGT1A6","UGT1A6|GNT1|HLUGP|HLUGP1|UDPGT|UDPGT 1-6|UGT1|UGT1A6S|UGT1F|-|2q37.1|protein-coding","ENSG00000167165.18","protein_coding"
"ENST00000510905.1","chr4",25770266,25773577,"+",480,"RP11-302F12.10","0","ENSG00000250541.1","antisense"
"ENST00000413116.1","chr2",143096839,143098007,"-",1168,"MTND4P22","0","ENSG00000232772.1","processed_pseudogene"
"ENST00000438919.1","chr10",50822692,50824525,"-",629,"RP11-449O16.2","0","ENSG00000229711.1","sense_intronic"
"ENST00000448783.2","chr2",74407797,74413603,"-",971,"AC005041.11","0","ENSG00000234521.2","transcribed_unitary_pseudogene"
"ENST00000357599.7","chr3",122909194,123027812,"-",4747,"SEMA5B","SEMA5B|SEMAG|SemG|-|3q21.1|protein-coding","ENSG00000082684.14","protein_coding"
"ENST00000222747.7","chr7",120787320,120858357,"-",2783,"TSPAN12","TSPAN12|EVR5|NET-2|NET2|TM4SF12|-|7q31.31|protein-coding","ENSG00000106025.8","protein_coding"
"ENST00000406666.2","chr6",121478273,121479908,"-",657,"RP1-172I22.1","0","ENSG00000219784.2","processed_pseudogene"
"ENST00000583907.1","chr17",28416922,28417492,"+",354,"H3F3BP2","0","ENSG00000265541.1","unprocessed_pseudogene"
