GeneSymbol,in_Zika_Up,in_Zika_Down,in_Dengue_Up,in_Dengue_Down
RPL13A,False,False,False,True
RPL14,False,False,False,True
RPL15,False,False,False,True
RPL17,False,False,False,True
RPL18,False,False,False,True
RPL18A,False,False,False,True
RPL19,False,False,False,True
RPL21,False,False,False,True
RPL22,False,False,False,True
RPL22L1,False,False,True,False
RPL23,False,False,False,True
RPL23A,False,False,False,True
RPL23AP53,False,True,False,False
RPL26,False,False,False,True
RPL26L1,False,False,True,False
RPL27,False,False,False,True
RPL27A,False,False,False,True
RPL3,False,False,False,True
RPL30,False,False,False,True
RPL31,False,False,False,True
RPL32,False,False,False,True
RPL32P3,False,True,False,False
RPL34,False,False,False,True
RPL35A,False,False,False,True
RPL36A-HNRNPH2,False,True,False,False
RPL36AL,True,False,False,False
RPL37,False,False,False,True
RPL38,False,False,False,True
RPL39L,False,False,True,False
RPL4,False,False,False,True
RPL41,False,False,False,True
RPL5,False,False,False,True
RPL6,False,False,False,True
RPL7A,False,True,False,False
RPL7L1,False,False,True,False
RPL8,False,False,False,True
RPL9,False,False,False,True
RPLP2,False,False,False,True
RPN1,True,False,True,False
RPN2,False,False,True,False
RPP14,False,False,True,False
RPP25,False,False,True,False
RPP25L,False,False,True,False
RPP30,False,False,True,False
RPP38,True,False,True,False
RPP40,False,False,True,False
RPRD1A,True,False,True,False
RPRD1B,False,False,True,False
RPRD2,True,False,False,True
RPS11,False,False,False,True
RPS14,False,False,False,True
RPS16,False,False,False,True
RPS19BP1,True,False,True,False
RPS2,False,False,False,True
RPS20,False,False,False,True
RPS23,False,False,False,True
RPS25,False,False,False,True
RPS27,False,False,False,True
RPS27A,False,False,False,True
RPS27L,False,True,True,False
RPS28,False,False,False,True
RPS3,False,False,False,True
RPS4X,False,False,False,True
RPS6,False,False,False,True
RPS6KA2,True,False,False,True
RPS6KA3,False,False,False,True
RPS6KA4,True,False,False,False
RPS6KA5,False,False,False,True
RPS6KB1,True,False,False,False
RPS6KB2,True,False,False,False
RPS6KL1,False,False,True,False
RPS7,False,False,False,True
RPSA,False,True,False,False
RPUSD4,False,True,False,False
RRAGB,True,False,False,False
RRAGC,True,False,False,False
RRAGD,False,True,True,False
RRAS2,True,False,False,False
RRBP1,True,False,True,False
RREB1,True,False,False,False
RRM1,False,True,True,False
RRM2,False,True,True,False
RRM2B,True,False,False,False
RRN3,True,False,False,False
RRNAD1,False,True,False,False
RRP1,False,False,True,False
RRP36,True,False,True,False
RRP7A,False,False,True,False
RRP7B,False,True,False,False
RRP8,True,False,False,False
RRP9,False,False,True,False
RSAD1,False,True,False,True
RSAD2,True,False,True,False
RSBN1,True,False,False,True
RSBN1L,True,False,True,False
RSC1A1,True,False,True,False
RSF1,True,False,False,False
RSL1D1,True,False,False,False
RSL24D1,True,False,False,False
RSPH1,False,True,True,False
RSPH4A,False,True,False,False
RSPO1,False,True,False,False
RSPO2,False,True,False,False
RSPRY1,True,False,True,False
RSRC1,False,False,True,False
RSRC2,True,False,False,False
RSU1,True,False,False,True
RTCA,False,False,True,False
RTCB,False,False,True,False
RTEL1,False,False,True,False
RTKN,False,False,False,True
RTKN2,False,True,False,False
RTL6,False,False,False,True
RTN1,False,False,False,True
RTN4,False,True,False,False
RTN4IP1,False,False,True,False
RTN4R,False,True,False,True
RTN4RL1,False,False,False,True
RTN4RL2,False,False,False,True
RTP4,False,False,True,False
RTRAF,False,False,True,False
RUBCN,False,False,True,False
RUBCNL,False,False,False,True
RUFY1,True,False,False,False
RUFY2,False,False,False,True
RUFY4,False,False,True,False
RUNDC1,True,False,False,False
RUNDC3B,True,False,False,False
RUNX3,False,False,False,True
RUSC2,True,False,False,False
RUSF1,False,False,True,False
RUVBL1,False,True,True,False
RUVBL2,False,False,True,False
RWDD1,True,False,False,False
RWDD2A,False,False,True,False
RWDD2B,False,False,True,False
RXRG,True,False,False,False
RXYLT1,False,False,True,False
RYBP,True,False,False,False
RYK,False,False,False,True
RYR1,False,False,False,True
RYR2,True,False,False,False
S100A4,False,True,False,False
S100B,False,False,False,True
S100PBP,False,False,True,False
S1PR1,True,False,False,True
S1PR5,False,False,False,True
SAAL1,False,False,True,False
SAC3D1,False,False,True,False
SACK1D,False,False,True,False
SACM1L,True,False,False,False
SAFB,True,False,True,False
SAFB2,True,False,False,False
SALL1,True,False,False,False
SALL2,False,True,False,True
SAMD10,False,True,False,True
SAMD11,True,False,False,False
SAMD13,False,True,False,False
SAMD14,False,False,False,True
SAMD15,False,True,False,False
SAMD4A,True,False,True,False
SAMD5,False,True,False,False
SAMD8,True,False,False,False
SAMD9,False,False,True,False
SAMD9L,False,False,True,False
SAMM50,True,False,False,False
SAMSN1,False,False,True,False
SAMTOR,False,False,False,True
SAP130,True,False,False,False
SAP30,False,False,True,False
SAP30BP,False,False,True,False
SAPCD1,False,True,False,False
SAPCD2,False,True,True,False
SAR1A,False,False,True,False
SAR1B,True,False,True,False
SARAF,False,False,False,True
SARDH,False,False,False,True
SARM1,False,False,False,True
SARNP,True,False,True,False
SARS,True,False,False,False
SARS1,False,False,True,False
SARS2,False,True,False,False
SART1,True,False,False,False
SART3,False,False,True,False
SASH1,True,False,False,False
SASH3,False,True,False,False
SASS6,False,False,True,False
SAT1,True,True,False,False
SATB1,False,False,False,True
SAV1,True,False,False,True
SAYSD1,False,True,False,False
SBDS,True,False,False,False
SBDSP1,True,False,False,False
SBK1,False,False,False,True
SBNO1,True,False,False,False
SBNO2,True,False,False,False
SBSPON,False,True,False,False
SC5DL,True,False,False,False
SCAF4,True,False,False,False
SCAF8,True,False,False,True
SCAI,True,False,False,True
SCAMP1,True,False,False,False
SCAMP3,True,False,False,False
SCAMP5,False,False,True,False
SCAND3,True,False,False,False
SCAPER,True,False,False,False
SCARA3,False,True,False,False
SCARB2,False,False,True,False
SCARF2,False,False,False,True
SCD,True,False,True,False
SCD5,False,True,False,False
SCFD1,True,False,True,False
SCFD2,False,False,True,False
SCG2,True,False,False,False
SCGB3A1,False,False,False,True
SCHIP1,True,False,False,False
SCIN,False,False,True,False
SCML2,False,False,True,False
SCML4,False,False,False,True
SCN1B,False,True,False,False
SCN2A,True,False,False,False
SCN3A,False,False,False,True
SCN3B,True,False,False,False
SCN4B,False,True,False,False
SCN5A,False,False,False,True
SCN8A,True,False,False,True
SCNM1,False,False,True,False
SCNN1B,False,False,True,False
SCNN1D,False,True,False,False
SCO1,True,False,True,False
SCOC,True,False,True,False
SCP2,False,True,False,False
SCPEP1,False,True,False,False
SCRN2,False,True,False,False
SCRN3,False,True,True,False
SCRT1,False,True,False,False
SCUBE2,False,True,False,False
SCUBE3,False,True,False,False
SCYL1,True,False,False,False
SCYL2,True,False,False,False
SCYL3,False,False,True,False
SDAD1,True,False,False,False
SDC1,False,True,True,False
SDC2,False,True,False,False
SDC3,False,True,True,False
SDC4,True,True,False,False
SDE2,True,False,False,False
SDF2,False,False,True,False
SDF2L1,True,False,True,False
SDF4,False,False,True,False
SDHA,True,False,True,False
SDHAF1,True,False,False,False
SDHAF2,False,True,False,False
SDHB,True,False,True,False
SDHC,False,True,False,False
SDHD,False,False,True,False
SDK2,False,True,False,True
SDR42E1,False,False,True,False
SDS,False,False,True,False
SDSL,False,False,True,False
SEC11A,False,True,False,False
SEC11C,True,False,True,False
SEC13,False,False,True,False
SEC14L2,False,False,False,True
SEC16A,True,False,False,False
SEC22B,False,True,True,False
SEC22B2P,False,False,False,True
SEC23A,True,False,True,False
SEC23B,True,False,True,False
SEC23IP,True,False,True,False
SEC24A,True,False,True,False
SEC24B,True,False,False,True
SEC24C,True,False,True,False
SEC24D,True,False,True,False
SEC31A,True,False,True,False
SEC31B,False,True,False,False
SEC61A1,True,False,True,False
SEC61B,True,False,True,False
SEC61G,True,False,True,False
SEC62,True,False,True,False
SEC63,True,False,True,False
SECISBP2,False,True,False,False
SECISBP2L,True,False,False,False
SEH1L,False,True,True,False
SEL1L,True,False,True,False
SEL1L3,False,True,True,False
SELENBP1,False,True,False,False
SELENOH,False,False,True,False
SELENOI,False,False,True,False
SELENOP,False,True,False,False
SELENOS,False,False,True,False
SELENOT,False,False,True,False
SELK,True,False,False,False
SELM,True,False,False,False
SELO,True,False,False,False
SELPLG,True,False,False,False
SELT,True,False,False,False
SEM1,False,False,True,False
SEMA3A,False,False,False,True
SEMA3C,False,False,False,True
SEMA3G,False,False,True,False
SEMA4A,True,False,True,False
SEMA4C,False,False,False,True
SEMA4D,True,False,False,False
SEMA4F,False,True,False,True
SEMA4G,False,False,False,True
SEMA5A,False,True,False,True
SEMA6A,False,True,False,False
SEMA6C,False,True,False,True
SENP2,False,False,True,False
SENP7,True,False,False,False
SEP15,True,False,False,False
SEPHS1,False,True,True,False
SEPHS2,True,False,True,False
SEPN1,False,True,False,False
SEPT10,False,True,False,False
SEPT2,False,True,False,False
SEPT6,False,True,False,False
SEPT7,True,False,False,False
SEPT7P2,True,False,False,False
SEPT9,False,True,False,False
SEPTIN10,False,False,True,False
SEPTIN3,False,False,True,False
SEPTIN4,False,False,True,False
SEPTIN6,False,False,False,True
SEPTIN9,False,False,False,True
SERBP1,False,False,True,False
SERF1B,False,False,False,True
SERGEF,False,False,False,True
SERINC1,True,False,False,False
SERINC3,True,False,False,False
SERINC5,True,False,False,True
SERP1,True,False,True,False
SERPINB10,False,False,True,False
SERPINB2,False,False,True,False
SERPINB6,False,False,False,True
SERPINE1,False,False,True,False
SERPING1,False,True,True,False
SERPINH1,False,True,False,False
SERPINI1,False,False,True,False
SERTAD1,True,False,False,False
SERTAD2,True,False,False,True
SERTAD3,True,False,False,True
SESN2,True,False,False,False
SESN3,True,False,False,True
SETD1A,False,False,False,True
SETD1B,True,False,False,True
SETD2,True,False,False,True
SETD5,True,False,False,False
SETD5-AS1,False,True,False,False
SETD7,True,False,False,False
SETD8,True,False,False,False
SETDB2-PHF11,False,False,True,False
SETMAR,False,True,False,False
SEZ6L,False,False,False,True
SEZ6L2,True,False,False,False
SF1,False,False,False,True
SF3A1,False,False,False,True
SF3B3,False,False,True,False
SF3B5,False,True,False,False
SF3B6,False,False,True,False
SFI1,False,False,False,True
SFMBT1,False,True,False,False
SFPQ,False,True,False,False
SFR1,False,True,True,False
SFRP2,False,True,False,False
SFRP5,False,False,False,True
SFSWAP,True,False,False,True
SFT2D1,False,False,True,False
SFT2D2,False,False,True,False
SFT2D3,False,True,False,True
SFTPD,False,False,False,True
SFXN1,False,False,True,False
SFXN2,False,True,True,False
SFXN3,False,True,False,False
SFXN4,False,True,True,False
SFXN5,False,True,False,False
SGCD,False,False,False,True
SGCE,False,False,False,True
SGIP1,True,False,False,False
SGK1,False,True,False,False
SGK2,True,False,False,False
SGMS1,True,False,False,False
SGO1,False,False,True,False
SGO2,False,False,True,False
SGOL2,False,True,False,False
SGPL1,False,True,False,False
SGPP1,True,False,False,False
SGPP2,True,True,False,False
SGSM1,False,False,False,True
SGSM3,False,True,False,False
SGTB,True,False,False,False
SH2B1,False,True,False,True
SH2B3,True,False,False,False
SH2D1B,False,False,False,True
SH2D3C,True,False,False,False
SH2D4A,False,False,True,False
SH2D5,False,True,False,False
SH2D7,False,True,False,False
SH3BGR,True,False,False,False
SH3BGRL,False,True,False,False
SH3BGRL2,True,False,False,True
SH3BGRL3,False,True,False,False
SH3BP2,False,True,False,False
SH3BP4,False,False,False,True
SH3BP5,False,False,False,True
SH3BP5L,True,False,False,False
SH3D19,False,True,False,False
SH3GL2,True,False,False,False
SH3GLB2,False,True,False,False
SH3KBP1,True,False,False,False
SH3PXD2A,True,False,False,False
SH3PXD2B,False,True,False,False
SH3RF1,True,False,False,False
SH3RF3,True,False,False,False
SH3YL1,True,False,False,True
SHANK1,True,False,False,True
SHANK2,True,False,False,False
SHB,True,False,False,True
SHC2,True,False,False,False
SHCBP1,False,False,True,False
SHD,False,True,False,False
SHF,False,True,False,True
SHFM1,False,True,False,False
SHISA2,True,False,False,False
SHISA4,False,True,False,False
SHISA7,True,False,False,False
SHISA8,False,False,False,True
SHISAL2A,False,False,False,True
SHLD2,False,False,True,False
SHMT1,False,True,True,False
SHMT2,True,False,True,False
SHOC2,True,False,False,False
SHPK,False,True,False,False
SHQ1,False,True,True,False
SIAH1,False,False,False,True
SIAH2,True,False,False,False
SIGIRR,False,False,False,True
SIGLEC1,False,False,True,False
SIGLEC10,False,True,False,True
SIGLEC10-AS1,False,False,False,True
SIGLEC11,False,False,True,False
SIGLEC16,False,False,True,False
SIGLEC8,False,False,False,True
SIGMAR1,False,True,False,False
SIK1,True,False,False,False
SIK2,True,False,False,True
SIK3,True,False,False,False
SIKE1,True,False,True,False
SIL1,False,False,True,False
SIM1,False,True,False,False
SIMC1,True,False,False,True
SIN3B,True,False,False,True
SIPA1,False,True,False,True
SIPA1L3,True,False,False,False
SIRAL1,False,False,True,False
SIRPA,False,True,False,False
SIRPB2,False,True,False,False
SIRPG,False,False,False,True
SIRT1,True,False,False,False
SIRT2,True,False,False,True
SIVA1,False,True,False,False
SIX3,False,True,False,False
SIX4,True,False,False,False
SIX5,False,True,True,False
SKA1,False,True,True,False
SKA2,False,True,True,False
SKA3,False,True,True,False
SKAP1,False,False,False,True
SKI,False,False,False,True
SKIC3,False,False,True,False
SKIC8,False,False,True,False
SKIDA1,True,False,False,False
SKIL,True,False,False,False
SKP2,False,True,False,False
SLA,False,True,False,False
SLAIN2,True,False,False,False
SLAMF7,True,False,True,False
SLAMF8,False,True,False,False
SLBP,True,False,True,False
SLC10A5,True,False,False,False
SLC10A7,True,False,True,False
SLC11A1,False,True,False,True
SLC11A2,False,True,False,False
SLC12A2,True,False,False,False
SLC12A4,True,False,False,False
SLC12A7,False,True,False,False
SLC12A8,False,False,True,False
SLC14A1,False,False,False,True
SLC15A2,True,False,False,False
SLC16A1,False,True,True,False
SLC16A10,False,False,False,True
SLC16A11,False,False,False,True
SLC16A13,False,True,True,False
SLC16A14,False,False,True,False
SLC16A2,True,False,False,False
SLC16A6,True,False,False,False
SLC16A7,True,False,False,False
SLC17A5,True,False,False,False
SLC17A6,True,False,False,False
SLC17A9,False,False,True,False
SLC18A1,False,True,False,False
SLC18A2,False,False,False,True
SLC18B1,False,True,False,False
SLC19A1,False,True,False,False
SLC19A2,True,False,False,False
SLC1A1,True,False,False,False
SLC1A2,True,False,False,False
SLC1A3,False,False,True,False
SLC1A4,True,False,True,False
SLC1A5,True,False,True,False
SLC1A6,False,True,False,False
SLC1A7,False,False,False,True
SLC22A15,True,False,False,False
SLC22A16,False,False,True,False
SLC22A17,False,False,False,True
SLC22A23,False,True,False,True
SLC22A31,False,False,True,False
SLC23A2,False,False,False,True
SLC24A1,False,True,False,True
SLC25A10,False,True,True,False
SLC25A11,True,False,False,False
SLC25A12,True,False,True,False
SLC25A14,False,False,True,False
SLC25A15,False,True,False,False
SLC25A17,False,False,True,False
SLC25A19,False,False,True,False
SLC25A25,True,False,False,False
SLC25A27,False,True,False,False
SLC25A29,False,True,False,True
SLC25A30,True,False,False,False
SLC25A33,True,False,False,False
SLC25A36,True,False,False,False
SLC25A38,True,False,False,False
SLC25A4,False,False,True,False
SLC25A42,True,False,False,False
SLC25A44,True,False,False,False
SLC25A46,True,False,True,False
SLC25A53,False,True,False,True
SLC26A11,True,False,False,True
SLC27A1,False,False,False,True
SLC27A2,False,False,True,False
SLC29A2,False,True,False,True
SLC29A3,False,True,False,False
SLC29A4,False,True,False,False
SLC2A1,False,True,False,True
SLC2A12,False,True,False,False
SLC2A13,True,False,False,False
SLC2A3,True,False,False,False
SLC2A3P1,False,True,False,False
SLC2A4,False,True,False,False
SLC2A4RG,False,False,False,True
SLC2A5,False,False,True,False
SLC2A6,True,False,False,False
SLC30A1,True,False,False,False
SLC30A4,False,False,False,True
SLC30A5,False,False,True,False
SLC30A6,False,False,True,False
SLC30A7,True,False,True,False
SLC33A1,True,False,True,False
SLC35A2,True,False,True,False
SLC35A3,False,True,False,False
SLC35A4,False,True,False,False
SLC35A5,False,True,True,False
SLC35B1,True,False,True,False
SLC35B2,False,True,False,False
SLC35B3,False,False,True,False
SLC35C1,False,False,True,False
SLC35C2,False,True,False,False
SLC35D2,False,True,False,False
SLC35D4,False,False,True,False
SLC35E2,False,True,False,False
SLC35E3,False,True,False,False
SLC35F2,False,False,True,False
SLC35F3,True,False,False,False
SLC35F4,True,False,False,False
SLC35F5,True,False,True,False
SLC35F6,False,False,True,False
SLC35G1,False,True,False,False
SLC35G2,True,False,False,False
SLC36A1,False,True,False,False
SLC36A4,False,True,False,False
SLC37A1,False,False,True,False
SLC37A4,False,True,False,False
SLC38A1,True,False,False,False
SLC38A10,False,True,True,False
SLC38A2,True,False,True,False
SLC38A4,False,True,False,False
SLC38A5,False,False,True,False
SLC38A6,False,True,False,False
SLC38A9,False,False,True,False
SLC39A1,False,True,False,False
SLC39A10,False,True,False,True
SLC39A11,False,True,True,False
SLC39A13,False,True,False,True
SLC39A14,True,False,True,False
SLC39A6,False,True,False,False
SLC39A7,False,False,True,False
SLC39A8,False,True,True,False
SLC39A9,False,False,True,False
SLC3A2,True,False,False,False
SLC41A2,True,False,True,False
SLC41A3,False,False,False,True
SLC43A1,False,False,False,True
SLC43A3,False,True,True,False
SLC44A1,False,False,True,False
SLC44A2,True,False,False,True
SLC44A3,False,True,False,False
SLC44A5,False,True,False,False
SLC45A1,False,False,False,True
SLC45A3,False,True,False,True
SLC45A4,False,True,False,False
SLC46A2,False,False,False,True
SLC46A3,False,False,False,True
SLC4A1,False,False,False,True
SLC4A10,True,False,False,False
SLC4A11,False,False,True,False
SLC4A1AP,False,False,True,False
SLC4A3,False,False,False,True
SLC4A4,False,True,False,True
SLC66A3,False,False,False,True
SLC67A2,False,False,True,False
SLC6A1,True,False,False,False
SLC6A16,False,True,False,True
SLC6A6,False,True,False,False
SLC6A9,True,False,True,False
SLC71A3P,False,False,False,True
SLC7A1,True,False,True,False
SLC7A11,True,True,True,False
SLC7A14,True,False,False,False
SLC7A3,True,False,False,False
SLC7A5,True,False,True,False
SLC7A5P2,True,False,False,False
SLC7A6,False,False,False,True
SLC7A8,False,False,False,True
SLC9A1,True,False,False,False
SLC9A3,False,True,False,False
SLC9A6,True,False,False,False
SLC9A7,True,False,False,True
SLC9B2,False,True,False,False
SLCO2B1,False,True,True,False
SLCO3A1,False,True,False,False
SLCO4A1,False,False,True,False
SLCO5A1,False,False,True,False
SLFN12,False,False,True,False
SLFN5,True,False,False,False
SLIRP,False,False,True,False
SLIT1,False,False,True,False
SLIT3,False,True,False,False
SLK,True,False,False,False
SLMAP,True,False,False,False
SLTM,False,False,True,False
SLU7,True,False,False,False
SLX4,False,False,True,False
SLX4IP,False,False,True,False
SLX9,False,False,True,False
SMAD2,True,False,False,True
SMAD3,False,False,False,True
SMAD4,True,False,False,False
SMAD6,True,False,True,False
SMAD7,True,False,False,True
SMAD9,True,False,False,False
SMAGP,False,False,False,True
SMAP1,True,False,False,False
SMAP2,True,False,False,False
SMARCA2,True,False,False,True
SMARCA5,False,False,True,False
SMARCAL1,False,False,True,False
SMARCC1,False,True,False,False
SMARCC2,False,True,False,True
SMC1A,False,True,False,False
SMC2,False,True,True,False
SMC3,True,False,True,False
SMC4,False,True,True,False
SMC6,False,True,True,False
SMCHD1,False,False,True,False
SMCR7L,True,False,False,False
SMCR8,True,False,False,False
SMEK1,True,False,False,False
SMEK2,True,False,False,False
SMG1,True,False,False,False
SMG5,False,False,True,False
SMG7,True,False,False,False
SMG9,False,True,False,False
SMIM10L2A,False,False,False,True
SMIM11,False,True,False,False
SMIM12,False,True,False,False
SMIM14,True,False,False,False
SMIM15,True,False,True,False
SMIM20,False,False,True,False
SMIM30,False,False,True,False
SMIM33,False,False,True,False
SMIM35,False,False,False,True
SMIM4,False,True,False,False
SMIM48,False,False,False,True
SMIM7,False,True,False,False
SMIM8,False,True,False,False
SMKR1,False,False,False,True
SMNDC1,True,False,False,False
SMO,False,True,False,False
SMOC1,False,True,False,False
SMOC2,False,True,False,False
SMOX,True,False,False,False
SMPD3,True,False,False,False
SMPDL3B,False,False,True,False
SMS,False,True,False,False
SMTN,False,False,True,False
SMTNL1,False,True,False,False
SMU1,False,False,True,False
SMUG1,False,True,True,False
SMURF1,True,False,False,False
SMURF2,True,False,False,True
SMYD2,False,True,False,False
SMYD3,True,False,False,False
SMYD4,False,True,False,False
SMYD5,False,True,False,False
SNAP29,True,False,False,False
SNAP91,True,False,False,False
SNAPC1,True,False,False,False
SNAPC4,True,False,False,False
SNAPC5,False,False,True,False
SNCA,True,False,False,False
SNCAIP,False,True,False,False
SND1,True,False,True,False
SNED1,False,False,False,True
SNF8,False,False,True,False
SNHG1,False,True,False,False
SNHG10,False,True,False,False
SNHG15,True,False,False,False
SNHG16,False,True,False,False
SNHG3,True,True,False,False
SNIP1,True,False,False,False
SNN,False,True,False,False
SNORA18,True,False,False,False
SNORA40,True,False,False,False
SNORA8,True,False,False,False
SNORD116-4,True,False,False,False
SNPH,True,False,False,True
SNRK,False,False,False,True
SNRNP25,False,True,True,False
SNRNP27,True,False,True,False
SNRNP35,False,True,True,False
SNRNP40,False,False,True,False
SNRNP48,True,False,False,False
SNRPA,False,True,False,False
SNRPA1,False,False,True,False
SNRPB,False,True,True,False
SNRPB2,False,False,True,False
SNRPC,False,True,True,False
SNRPD1,False,True,True,False
SNRPD2,False,True,False,False
SNRPD3,False,True,False,False
SNRPE,False,True,True,False
SNRPF,False,True,False,False
SNRPG,False,True,True,False
SNRPN,True,False,False,False
SNTA1,False,False,False,True
SNTB1,True,False,False,False
SNTB2,True,False,False,True
SNW1,False,False,True,False
SNX10,True,False,False,False
SNX13,True,False,False,False
SNX15,False,False,False,True
SNX16,True,False,False,False
SNX18,True,False,False,False
SNX2,True,False,False,False
SNX22,False,False,False,True
SNX24,False,False,False,True
SNX25,True,False,False,False
SNX27,True,False,False,False
SNX29,False,False,False,True
SNX30,True,False,False,True
SNX33,False,True,False,False
SNX4,False,False,True,False
SNX5,False,False,True,False
SNX9,True,False,False,True
SOBP,True,False,False,False
SOCS1,True,False,False,False
SOCS2,True,False,False,False
SOCS3,False,True,False,False
SOCS5,True,False,False,True
SOCS6,True,False,False,False
SOCS7,True,False,False,True
SORBS1,True,False,False,False
SORBS3,False,True,False,True
SORCS1,False,True,False,False
SORCS2,False,True,False,False
SORD,False,True,False,False
SORL1,False,True,False,True
SORT1,False,True,False,False
SOSTDC1,True,False,False,False
SOWAHC,True,False,False,False
SOX1,False,True,False,False
SOX11,True,False,False,False
SOX13,False,False,False,True
SOX2,False,True,False,False
SOX21,False,True,False,False
SOX3,False,True,False,False
SOX4,True,False,False,True
SOX5,True,False,False,False
SOX9,True,False,False,False
SP100,False,False,True,False
SP140,False,False,True,False
SP2,False,True,False,False
SP3,True,False,False,False
SP4,True,False,False,False
SP8,True,False,False,False
SPA17,False,True,True,False
SPAG17,False,True,False,False
SPAG4,False,False,True,False
SPAG5,False,True,True,False
SPAG6,False,True,True,False
SPAG7,False,True,False,False
SPAG8,False,True,False,True
SPARC,False,True,False,False
SPARCL1,False,True,False,False
SPAST,True,False,False,False
SPATA17,True,False,False,False
SPATA2,True,False,False,False
SPATA20,False,True,False,False
SPATA24,False,False,True,False
SPATA5,False,True,False,False
SPATA6,False,True,False,True
SPATA7,False,False,False,True
SPATC1,False,False,True,False
SPATS2,False,False,True,False
SPATS2L,True,False,True,False
SPC24,False,True,True,False
SPC25,False,True,True,False
SPCS1,False,False,True,False
SPCS2,True,False,True,False
SPCS3,False,False,True,False
SPDL1,False,True,True,False
SPDYE3,False,False,False,True
SPDYE7P,False,True,False,False
SPECC1,False,True,False,False
SPECC1L,False,False,False,True
SPEF1,False,True,False,False
SPEF2,False,True,False,True
SPEN,True,False,False,False
SPESP1,False,False,True,False
SPG20,True,False,False,False
SPHK1,True,True,False,False
SPIB,False,False,False,True
SPIC,False,False,True,False
SPIN1,False,True,False,False
SPIN2B,False,True,False,False
SPINK2,False,False,False,True
SPINT2,False,False,False,True
SPIRE1,True,False,False,False
SPIRE2,False,False,False,True
SPNS3,False,False,False,True
SPOCK1,False,True,False,False
SPOCK2,True,False,False,True
SPON1,False,True,False,False
SPON2,False,True,False,False
SPOP,False,False,True,False
SPOPL,True,False,False,False
SPPL2A,False,True,True,False
SPPL3,True,False,False,True
SPRED1,False,False,False,True
SPRED2,True,False,False,False
SPRY1,False,False,False,True
SPRY2,True,False,False,False
SPRY4,True,False,False,False
SPRYD3,True,False,False,False
SPRYD4,False,True,False,False
SPRYD7,True,False,False,False
SPSB1,True,False,True,False
SPTAN1,True,False,False,False
SPTB,False,True,False,True
SPTBN1,True,False,False,False
SPTBN2,False,True,False,False
SPTLC1,True,False,True,False
SPTLC2,False,True,False,False
SPTSSA,False,False,True,False
SPTY2D1,True,False,False,False
SPX,False,False,False,True
SQLE,True,False,True,False
SQOR,False,False,True,False
SQSTM1,True,False,False,False
SRA1,True,False,True,False
SRBD1,False,False,True,False
SRC,True,False,False,False
SRD5A3,False,True,False,False
SREBF1,True,False,False,False
SREK1,True,False,True,False
SRFBP1,True,False,False,False
SRGAP1,True,False,False,False
SRGAP2,False,True,False,False
SRGAP2C,True,False,False,False
SRI,False,False,True,False
SRM,False,False,True,False
SRP19,False,False,True,False
SRP54,False,False,True,False
SRP68,True,False,True,False
SRP72,True,False,True,False
SRP9,False,True,True,False
SRPK1,False,True,True,False
SRPK2,True,False,False,True
SRPR,True,False,False,False
SRPRA,False,False,True,False
SRPRB,True,False,True,False
SRPX,False,True,False,False
SRR,False,False,True,False
SRRD,False,False,True,False
SRRM1,True,False,False,False
SRRM2,False,False,False,True
SRRM3,True,False,False,False
SRRT,True,False,False,False
SRSF1,False,True,True,False
SRSF10,True,False,True,False
SRSF11,True,False,False,False
SRSF2,False,True,False,False
SRSF3,False,False,True,False
SRSF4,False,False,True,False
SRSF5,False,True,False,True
SRSF8,True,False,False,True
SRSF9,False,False,True,False
SRXN1,False,True,False,False
SS18,False,False,True,False
SSB,False,False,True,False
SSBP1,False,True,True,False
SSBP2,True,False,False,True
SSBP3,False,False,False,True
SSBP4,False,False,False,True
SSC4D,False,False,True,False
SSC5D,True,False,False,False
SSFA2,True,False,False,False
SSH1,True,False,False,True
SSPN,False,False,True,False
SSPO,False,True,False,False
SSPOP,False,False,False,True
SSR1,True,False,True,False
SSR3,True,False,True,False
SSR4,True,False,True,False
SSRP1,False,True,False,False
SSSCA1,True,False,False,False
SSTR2,False,True,False,False
SSTR3,False,False,True,False
SSX2IP,True,False,False,False
ST13,False,False,False,True
ST18,False,True,False,False
ST3GAL1,False,True,False,True
ST3GAL3,False,False,False,True
ST3GAL4,False,True,False,False
ST3GAL6,False,True,False,False
ST6GAL1,False,True,False,False
ST6GALNAC3,False,True,False,False
ST6GALNAC4,True,False,True,False
ST6GALNAC5,False,True,False,False
ST6GALNAC6,False,False,False,True
ST7,True,False,True,False
ST8SIA1,False,True,False,True
ST8SIA2,False,True,False,False
ST8SIA3,True,False,False,False
ST8SIA4,False,True,True,False
ST8SIA6,True,False,False,True
STAB1,False,False,True,False
STAC3,False,False,True,False
STAG1,False,True,False,False
STAG3L2,False,True,False,False
STAG3L4,False,True,False,False
STAM,True,False,False,True
STAM2,False,False,True,False
STAMBP,False,False,True,False
STAP1,False,False,True,False
STAP2,False,False,True,False
STARD13,False,True,False,False
STARD4,True,False,True,False
STARD5,False,False,True,False
STARD7,False,False,True,False
STARD9,False,False,False,True
STAT1,True,False,True,False
STAT2,False,False,True,False
STAT3,True,False,False,False
STBD1,False,False,True,False
STC2,True,False,False,False
STIL,False,True,True,False
STIM1,False,True,False,True
STIM2,False,False,False,True
STIMATE,False,False,True,False
STIMATE-MUSTN1,False,False,True,False
STIP1,False,False,True,False
STK10,True,False,False,True
